Idx	Frequency	Coverage (%)	Phrase
31898	5	25.76	icao
31899	5	25.76	кольцо"
31900	5	25.76	стала второй финалисткой
31901	5	25.76	колокола
31902	5	25.76	состоится,
31903	5	25.76	уволила
31904	5	25.76	мотострелки
31905	5	25.76	сити-менеджером
31906	5	25.76	затонувшая
31907	5	25.76	за несколько
31908	5	25.76	матчах лч
31909	5	25.76	осьминог
31910	5	25.76	ушедший
31911	5	25.76	борд-кроссе
31912	5	25.76	фигурантку
31913	5	25.76	перед ои
31914	5	25.76	сферах
31915	5	25.76	иностранного
31916	5	25.76	петропавловке
31917	5	25.76	аризона
31918	5	25.76	покрытия
31919	5	25.76	арендатора
31920	5	25.76	врач рассказал,
31921	5	25.76	черного списка
31922	5	25.76	вкладчикам
31923	5	25.76	хабаровск-комсомольск
31924	5	25.76	иностранный турпоток
31925	5	25.76	здоровья"
31926	5	25.76	создать систему
31927	5	25.76	интернет-магазин
31928	5	25.76	газовым контрактам
31929	5	25.76	кишечной инфекцией
31930	5	25.76	"мага"
31931	5	25.76	кубке гагарина
31932	5	25.76	вулканическое
31933	5	25.76	находившийся
31934	5	25.76	достройке
31935	5	25.76	девушки,
31936	5	25.76	из интернета
31937	5	25.76	эпидемпорог
31938	5	25.76	подписал контракт с
31939	5	25.76	и.о
31940	5	25.77	намерены продолжить
31941	5	25.77	планета
31942	5	25.77	верил
31943	5	25.77	райс:
31944	5	25.77	магистралей
31945	5	25.77	иностранцев,
31946	5	25.77	экономику еврозоны
31947	5	25.77	устроили погром
31948	5	25.77	рассмотрит апелляцию
31949	5	25.77	офшорами
31950	5	25.77	застрелилась
31951	5	25.77	объемам
31952	5	25.77	усталостью
31953	5	25.77	счету
31954	5	25.77	из космоса
31955	5	25.77	начале сентября
31956	5	25.77	транспортники
31957	5	25.77	20 км
31958	5	25.77	риелторов
31959	5	25.77	касперович:
31960	5	25.77	кабины
31961	5	25.77	к 2014 г
31962	5	25.77	обострении
31963	5	25.77	согласование
31964	5	25.77	честь победы
31965	5	25.77	рамках прогноза
31966	5	25.77	формулу
31967	5	25.77	избитой
31968	5	25.77	центризбирком
31969	5	25.77	дурбане
31970	5	25.77	незаконное предпринимательство
31971	5	25.77	ветер оставил
31972	5	25.77	9-летней девочки
31973	5	25.77	перечислили
31974	5	25.77	оправдывает
31975	5	25.77	сладости
31976	5	25.77	сложная
31977	5	25.77	построить новый
31978	5	25.77	выезду
31979	5	25.77	страниц
31980	5	25.77	мантуров
31981	5	25.77	тело погибшего
31982	5	25.77	галактики
31983	5	25.77	гимне
31984	5	25.77	закономерно
31985	5	25.77	элисты
31986	5	25.78	молятся
31987	5	25.78	тактики
31988	5	25.78	манеж
31989	5	25.78	киев должен
31990	5	25.78	4 декабря
31991	5	25.78	сборной,
31992	5	25.78	самые популярные имена
31993	5	25.78	бийске
31994	5	25.78	коляске
31995	5	25.78	папарацци
31996	5	25.78	своем паркете
31997	5	25.78	судоходство
31998	5	25.78	ватутин
31999	5	25.78	азия торгуется
32000	5	25.78	оставил под арестом
32001	5	25.78	пересмотрен
32002	5	25.78	воле
32003	5	25.78	"бион"
32004	5	25.78	разгорелся
32005	5	25.78	ответном
32006	5	25.78	сахарова
32007	5	25.78	8 апреля
32008	5	25.78	кибератаках
32009	5	25.78	похмельем
32010	5	25.78	пьяной
32011	5	25.78	взрыв прогремел у
32012	5	25.78	7 мая
32013	5	25.78	23 апреля
32014	5	25.78	опере"
32015	5	25.78	антонова:
32016	5	25.78	надвое
32017	5	25.78	ясиной
32018	5	25.78	галерею
32019	5	25.78	2011 году в
32020	5	25.78	растения
32021	5	25.78	4,5 года
32022	5	25.78	наркоборьбе
32023	5	25.78	полиция опровергла данные
32024	5	25.78	яхты
32025	5	25.78	хоккейных
32026	5	25.78	фальшивые
32027	5	25.78	15,3%
32028	5	25.79	стал президентом
32029	5	25.79	цепи
32030	5	25.79	доллар вырос
32031	5	25.79	открытии олимпиады
32032	5	25.79	выиграли первый матч
32033	5	25.79	16 млн руб
32034	5	25.79	лужниках"
32035	5	25.79	женевы
32036	5	25.79	столице бурятии
32037	5	25.79	$5,6 млн
32038	5	25.79	планирует освещать 17-18
32039	5	25.79	активом
32040	5	25.79	тела погибших
32041	5	25.79	хочет обсудить
32042	5	25.79	детей пострадали
32043	5	25.79	аккаунтов
32044	5	25.79	санавиации
32045	5	25.79	думать,
32046	5	25.79	призвал ер
32047	5	25.79	принудительно
32048	5	25.79	курский вокзал
32049	5	25.79	началах
32050	5	25.79	инноград
32051	5	25.79	поставлена точка
32052	5	25.79	назначен новый руководитель
32053	5	25.79	формирует
32054	5	25.79	ростовчане
32055	5	25.79	заявить
32056	5	25.79	часа"
32057	5	25.79	политический
32058	5	25.79	призывника
32059	5	25.79	события сибирского федерального округа 17
32060	5	25.79	ливийских повстанцев
32061	5	25.79	нигерии,
32062	5	25.79	электроснабжению
32063	5	25.79	мешков
32064	5	25.79	ракетных
32065	5	25.79	"табакерка"
32066	5	25.79	менялись
32067	5	25.79	зарубежный турпоток в
32068	5	25.79	первая очередь
32069	5	25.80	эпидпорога
32070	5	25.80	творчестве
32071	5	25.80	юге москвы. видео очевидца
32072	5	25.80	буду
32073	5	25.80	сожительницы
32074	5	25.80	разгонять
32075	5	25.80	прогрессирует
32076	5	25.80	борту самолета
32077	5	25.80	расчете
32078	5	25.80	малыши
32079	5	25.80	досрочном
32080	5	25.80	спела
32081	5	25.80	водитель, виновный
32082	5	25.80	стран-участниц
32083	5	25.80	бетина
32084	5	25.80	рассчитывают,
32085	5	25.80	экс-менеджера
32086	5	25.80	пресс-конференция о проблемах
32087	5	25.80	сирии, сообщают сми
32088	5	25.80	малышом
32089	5	25.80	пятая часть
32090	5	25.80	кпз
32091	5	25.80	требует расследовать
32092	5	25.80	безосновательны
32093	5	25.80	цпкио
32094	5	25.80	севастополем
32095	5	25.80	полицейский в
32096	5	25.80	25 лет
32097	5	25.80	пройдет медобследование
32098	5	25.80	жерар
32099	5	25.80	отказываться от
32100	5	25.80	украинской армии
32101	5	25.80	16 июля
32102	5	25.80	самарцы
32103	5	25.80	уточнит
32104	5	25.80	marca
32105	5	25.80	хиты
32106	5	25.80	управленцев
32107	5	25.80	рф начнет
32108	5	25.80	умеренно дорожает
32109	5	25.80	закон о повышении
32110	5	25.80	пенсиях
32111	5	25.80	исследует
32112	5	25.81	венецию
32113	5	25.81	дроздов:
32114	5	25.81	наших дней
32115	5	25.81	меняться
32116	5	25.81	4 ноября
32117	5	25.81	сидеть
32118	5	25.81	елей
32119	5	25.81	гвиане
32120	5	25.81	винтовку
32121	5	25.81	нацвалюту
32122	5	25.81	продолжить карьеру
32123	5	25.81	двор"
32124	5	25.81	обрушению
32125	5	25.81	гибнут
32126	5	25.81	на продажу
32127	5	25.81	элитного жилья
32128	5	25.81	техпроект
32129	5	25.81	россияне могут
32130	5	25.81	упавшее
32131	5	25.81	руководить
32132	5	25.81	увд:
32133	5	25.81	экорейтинг
32134	5	25.81	миг
32135	5	25.81	о хищениях
32136	5	25.81	деревянный
32137	5	25.81	железнодорожный мост
32138	5	25.81	заочно арестовал
32139	5	25.81	первомайскую демонстрацию
32140	5	25.81	три человека,
32141	5	25.81	новости: ожидаемые события
32142	5	25.81	личной
32143	5	25.81	резиденция
32144	5	25.81	нашли бомбы
32145	5	25.81	исключает возвращения
32146	5	25.81	трудовых
32147	5	25.81	тенденции
32148	5	25.81	риа-аналитика
32149	5	25.81	фк "крылья советов"
32150	5	25.81	старинный
32151	5	25.81	родах
32152	5	25.81	ссора
32153	5	25.81	one
32154	5	25.81	доренко
32155	5	25.81	в пугачеве
32156	5	25.81	ирана -
32157	5	25.81	захарченко: днр
32158	5	25.82	египта:
32159	5	25.82	наркопреступностью
32160	5	25.82	госгарантий
32161	5	25.82	егэ-рейтинге
32162	5	25.82	испытанием
32163	5	25.82	дали результатов
32164	5	25.82	следователи работают
32165	5	25.82	товарный
32166	5	25.82	ветреной
32167	5	25.82	ранившего
32168	5	25.82	олимпиадам
32169	5	25.82	символикой
32170	5	25.82	экс-спикер
32171	5	25.82	обустроят
32172	5	25.82	13 млрд руб
32173	5	25.82	олимпийских играх
32174	5	25.82	нокаутом
32175	5	25.82	строят фок
32176	5	25.82	0,07%,
32177	5	25.82	чакветадзе
32178	5	25.82	тренажер
32179	5	25.82	москва-сочи
32180	5	25.82	канадском
32181	5	25.82	белене
32182	5	25.82	спроектируют
32183	5	25.82	обязывает
32184	5	25.82	электричка столкнулась
32185	5	25.82	вице-премьеров
32186	5	25.82	понравилось
32187	5	25.82	золото ои
32188	5	25.82	сезоном
32189	5	25.82	искч
32190	5	25.82	месса
32191	5	25.82	непала
32192	5	25.82	энергосбережения
32193	5	25.82	игр"
32194	5	25.82	проездом
32195	5	25.82	улетят
32196	5	25.82	саммитах
32197	5	25.82	ушел с поста
32198	5	25.83	сф разрешил
32199	5	25.83	самое
32200	5	25.83	овчинникова
32201	5	25.83	новом арбате
32202	5	25.83	начинает свою работу
32203	5	25.83	картинах
32204	5	25.83	госгарантиях
32205	5	25.83	более 1,5 тыс
32206	5	25.83	общественном контроле
32207	5	25.83	2010-2012 гг.
32208	5	25.83	логотипом
32209	5	25.83	века?
32210	5	25.83	петербург готов
32211	5	25.83	яндексу
32212	5	25.83	разгромили сборную
32213	5	25.83	forbes назвал
32214	5	25.83	имеющих
32215	5	25.83	хозяйстве
32216	5	25.83	будут следить
32217	5	25.83	что делать
32218	5	25.83	глава ек
32219	5	25.83	максимов
32220	5	25.83	галерея
32221	5	25.83	пятнадцать человек
32222	5	25.83	клубах
32223	5	25.83	усилен
32224	5	25.83	8 пострадали
32225	5	25.83	работе,
32226	5	25.83	путин: необходимо
32227	5	25.83	выписан из больницы
32228	5	25.83	федора
32229	5	25.83	"газель" столкнулись
32230	5	25.83	чм по
32231	5	25.83	iii чтениях
32232	5	25.83	бывают
32233	5	25.83	после гибели
32234	5	25.83	ирака:
32235	5	25.83	столице аргентины
32236	5	25.83	редакция
32237	5	25.83	потерпевшим
32238	5	25.83	будет стабилен
32239	5	25.84	разжигании
32240	5	25.84	фронте
32241	5	25.84	конкурировать
32242	5	25.84	ковальчук помог
32243	5	25.84	двое взрослых
32244	5	25.84	мигалок
32245	5	25.84	сложнее
32246	5	25.84	пожарные остановили распространение огня
32247	5	25.84	технические
32248	5	25.84	москвы. видео с места
32249	5	25.84	контрольный
32250	5	25.84	цемента
32251	5	25.84	согласии
32252	5	25.84	овощебазу
32253	5	25.84	способствуют
32254	5	25.84	информбюро
32255	5	25.84	произошло чп
32256	5	25.84	туркомплекс
32257	5	25.84	потребовать
32258	5	25.84	нового заместителя
32259	5	25.84	бабаев:
32260	5	25.84	иностранным
32261	5	25.84	судимость
32262	5	25.84	гуманитарным
32263	5	25.84	выполняет
32264	5	25.84	сбрфр
32265	5	25.84	заблудившихся
32266	5	25.84	позитивным
32267	5	25.84	игорные зоны
32268	5	25.84	на месте происшествия - хроника чп
32269	5	25.84	дтп с участием маршрутки
32270	5	25.84	в железнодорожном
32271	5	25.84	на случай
32272	5	25.84	мост,
32273	5	25.84	уезжает
32274	5	25.84	приступает
32275	5	25.84	регулярными
32276	5	25.84	"осером"
32277	5	25.84	280 млн руб
32278	5	25.84	взаимных
32279	5	25.84	велел создать
32280	5	25.84	число пострадавших при взрыве
32281	5	25.84	сезоне-2012
32282	5	25.84	госсекретарем
32283	5	25.84	покончила
32284	5	25.85	чужого
32285	5	25.85	москвы завершится
32286	5	25.85	при отказе
32287	5	25.85	мгик
32288	5	25.85	гостеприимства
32289	5	25.85	ранены при взрывах
32290	5	25.85	миловидов
32291	5	25.85	отказался признать
32292	5	25.85	киев надеется,
32293	5	25.85	защитником
32294	5	25.85	михалев
32295	5	25.85	кабмин решит
32296	5	25.85	поправками
32297	5	25.85	госзаказах
32298	5	25.85	должностных лиц
32299	5	25.85	парламентарий
32300	5	25.85	между украиной
32301	5	25.85	маршал
32302	5	25.85	посольстве рф
32303	5	25.85	построенных
32304	5	25.85	маме
32305	5	25.85	gaap
32306	5	25.85	$2,3 млрд
32307	5	25.85	комбинате
32308	5	25.85	замглавы мид:
32309	5	25.85	достигнута
32310	5	25.85	и ее соперницы
32311	5	25.85	из-за вулкана
32312	5	25.85	двум статьям
32313	5	25.85	пробкам
32314	5	25.85	идеально
32315	5	25.85	брянского губернатора
32316	5	25.85	хронология запусков
32317	5	25.85	будет продавать
32318	5	25.85	"евровидении-2014"
32319	5	25.85	встреча глав мид
32320	5	25.86	отпускать
32321	5	25.86	"барыс"
32322	5	25.86	дисциплина
32323	5	25.86	таиландский
32324	5	25.86	юниорского us open
32325	5	25.86	1,8 млн руб
32326	5	25.86	открытые
32327	5	25.86	досрочные парламентские выборы
32328	5	25.86	населения-2010
32329	5	25.86	проверяет,
32330	5	25.86	муниципальных
32331	5	25.86	украины?
32332	5	25.86	трудные
32333	5	25.86	спасаются
32334	5	25.86	законопроект о запрете
32335	5	25.86	удержать
32336	5	25.86	сезоне-2014/15
32337	5	25.86	ржд назначили
32338	5	25.86	ноябрьские праздники
32339	5	25.86	опровергли слухи
32340	5	25.86	госакадемий
32341	5	25.86	трансфере
32342	5	25.86	гкрч
32343	5	25.86	"нефтехимик"
32344	5	25.86	12 сентября
32345	5	25.86	новый терминал
32346	5	25.86	пятигорске достигло
32347	5	25.86	отпечатки
32348	5	25.86	беременна
32349	5	25.86	епископ
32350	5	25.86	бады
32351	5	25.86	объектами
32352	5	25.86	интернет-сми
32353	5	25.86	в канне
32354	5	25.86	разрешает
32355	5	25.87	насчитала
32356	5	25.87	экономические ожидания
32357	5	25.87	соборной
32358	5	25.87	радулов
32359	5	25.87	рф готовит
32360	5	25.87	признались
32361	5	25.87	поставил рекорд
32362	5	25.87	22 коп
32363	5	25.87	рад, что
32364	5	25.87	наледь
32365	5	25.87	под эгидой
32366	5	25.87	критическом состоянии
32367	5	25.87	опросов
32368	5	25.87	для работы
32369	5	25.87	ран:
32370	5	25.87	обещали
32371	5	25.87	россии, считают
32372	5	25.87	защита обжаловала
32373	5	25.87	похищению
32374	5	25.87	виновной
32375	5	25.87	появятся в
32376	5	25.87	гпб
32377	5	25.87	пяти магистралях петербурга
32378	5	25.87	латвии,
32379	5	25.87	осипова
32380	5	25.87	сочинской олимпиады
32381	5	25.87	для помощи
32382	5	25.87	черномырдин
32383	5	25.87	спиртное
32384	5	25.87	компании рф
32385	5	25.87	о снятии
32386	5	25.87	испанском
32387	5	25.87	шевченко:
32388	5	25.87	рыболовстве"
32389	5	25.87	белоруссии,
32390	5	25.87	разбойном нападении
32391	5	25.87	могут лишить
32392	5	25.87	пролива
32393	5	25.87	события уральского федерального округа 10-11
32394	5	25.87	тд
32395	5	25.88	11 октября
32396	5	25.88	"татнефть"
32397	5	25.88	инвестпроектам
32398	5	25.88	глобальное потепление
32399	5	25.88	получат субсидии
32400	5	25.88	пожертвования
32401	5	25.88	орловская
32402	5	25.88	может предложить
32403	5	25.88	барьер
32404	5	25.88	показатель
32405	5	25.88	претории
32406	5	25.88	заслужила
32407	5	25.88	беременных
32408	5	25.88	направленный
32409	5	25.88	москве нашли
32410	5	25.88	легкий мороз
32411	5	25.88	2000
32412	5	25.88	егэ,
32413	5	25.88	ограничена
32414	5	25.88	суду,
32415	5	25.88	чехии:
32416	5	25.88	под руководством
32417	5	25.88	0,29%
32418	5	25.88	дирижера
32419	5	25.88	радары следят за лихачами
32420	5	25.88	три машины
32421	5	25.88	оружия,
32422	5	25.88	стала олимпийской чемпионкой
32423	5	25.88	рынок акций рф открылся разнонаправленно
32424	5	25.88	случае отказа
32425	5	25.88	в курске
32426	5	25.88	джакарту
32427	5	25.88	участница скандала
32428	5	25.88	мультсериал
32429	5	25.88	безответственности
32430	5	25.88	здоровый
32431	5	25.88	пойдет под суд за хищение
32432	5	25.88	празднование дня победы
32433	5	25.88	шедевр
32434	5	25.88	события, которые редакция "культура" планирует освещать 13
32435	5	25.88	поставка
32436	5	25.88	подмосковном железнодорожном
32437	5	25.88	виновному
32438	5	25.88	критичен
32439	5	25.88	андрея
32440	5	25.88	застреленных
32441	5	25.89	мид украины: киев
32442	5	25.89	"санаторно-курортная система рф:
32443	5	25.89	выживание?"
32444	5	25.89	поступлении
32445	5	25.89	сотрудничества рф
32446	5	25.89	совместную
32447	5	25.89	обыска
32448	5	25.89	препятствия
32449	5	25.89	шпиона
32450	5	25.89	последнее время
32451	5	25.89	угрозой терактов
32452	5	25.89	набоков
32453	5	25.89	мн17
32454	5	25.89	арестованы трое
32455	5	25.89	ao-2010
32456	5	25.89	юбилейном
32457	5	25.89	громова
32458	5	25.89	постройка
32459	5	25.89	комнате
32460	5	25.89	стал первым финалистом теннисного
32461	5	25.89	погрузился
32462	5	25.89	контрабанда
32463	5	25.89	вступлению рф
32464	5	25.89	заявили в
32465	5	25.89	повысят зарплату
32466	5	25.89	понижения
32467	5	25.89	закупкам
32468	5	25.89	универсиада
32469	5	25.89	22.00 мск
32470	5	25.89	орлова
32471	5	25.89	сеулу
32472	5	25.89	"солнечный"
32473	5	25.89	кровопролития
32474	5	25.89	вознесенского
32475	5	25.89	запускать
32476	5	25.89	разрушенный
32477	5	25.89	атаковать
32478	5	25.89	фигурантка дела
32479	5	25.89	почтовый
32480	5	25.89	минимумы
32481	5	25.89	девелоперов
32482	5	25.89	будут идти
32483	5	25.90	дефицит бюджета-2013
32484	5	25.90	сен-жермен"
32485	5	25.90	свою силу
32486	5	25.90	участников нападения
32487	5	25.90	saab
32488	5	25.90	число жертв крупного
32489	5	25.90	не планирует
32490	5	25.90	зубов:
32491	5	25.90	псковском
32492	5	25.90	ждут томичей
32493	5	25.90	может встретиться
32494	5	25.90	регулярном чемпионате нхл
32495	5	25.90	прятаться
32496	5	25.90	адмирал
32497	5	25.90	петром
32498	5	25.90	сирийском вопросе
32499	5	25.90	начнет свою работу
32500	5	25.90	осудила теракт
32501	5	25.90	апл "нерпа"
32502	5	25.90	предложено
32503	5	25.90	подняты
32504	5	25.90	завышении цен
32505	5	25.90	кооперацию
32506	5	25.90	девочка умерла
32507	5	25.90	менеджмент"
32508	5	25.90	в подмосковье,
32509	5	25.90	хочет привлечь
32510	5	25.90	проезжей части
32511	5	25.90	каннский
32512	5	25.90	картине
32513	5	25.90	печатные
32514	5	25.90	ступки
32515	5	25.90	нервным
32516	5	25.90	хаме
32517	5	25.90	знакомым
32518	5	25.90	10 ноября
32519	5	25.90	макфола
32520	5	25.90	дружбу
32521	5	25.90	гости церемонии
32522	5	25.90	левитана
32523	5	25.90	прикамья
32524	5	25.90	на ликвидацию
32525	5	25.91	штаб-квартиру
32526	5	25.91	победили команду
32527	5	25.91	москве увеличат
32528	5	25.91	напавшему
32529	5	25.91	в крым
32530	5	25.91	проводил
32531	5	25.91	коммерческую недвижимость
32532	5	25.91	опубликовано
32533	5	25.91	опроса
32534	5	25.91	спбгусэ
32535	5	25.91	"голос"
32536	5	25.91	высоцкого
32537	5	25.91	российский рынок акций открылся снижением
32538	5	25.91	попросит помощи
32539	5	25.91	ремонтируют
32540	5	25.91	требующих
32541	5	25.91	финдиректором
32542	5	25.91	армянские
32543	5	25.91	чистый убыток
32544	5	25.91	прозрачным
32545	5	25.91	изъятого
32546	5	25.91	нефтеперерабатывающем заводе
32547	5	25.91	девелоперу
32548	5	25.91	новоселье
32549	5	25.91	потолок обрушился
32550	5	25.91	два дома
32551	5	25.91	архитекторов
32552	5	25.91	деньгах
32553	5	25.91	собянин назвал
32554	5	25.91	гвинею
32555	5	25.91	оспорят
32556	5	25.91	комиксов
32557	5	25.91	новые квартиры
32558	5	25.91	соболезнует главе
32559	5	25.91	дракона
32560	5	25.91	"почте
32561	5	25.91	оп проведет
32562	5	25.91	медведев: модернизация
32563	5	25.91	события, которые редакция "культура" планирует освещать 2-4
32564	5	25.91	общественного
32565	5	25.92	тарантино
32566	5	25.92	петербургские полицейские
32567	5	25.92	преподавателя
32568	5	25.92	в гд считают
32569	5	25.92	4-х"
32570	5	25.92	юге петербурга
32571	5	25.92	новая волна
32572	5	25.92	посол рф
32573	5	25.92	состояние троих
32574	5	25.92	20-градусный мороз
32575	5	25.92	расписании
32576	5	25.92	млн руб открылся
32577	5	25.92	lcv и
32578	5	25.92	биржи атр открылись падением
32579	5	25.92	пожарные тушат
32580	5	25.92	новозеландский
32581	5	25.92	постояльцев
32582	5	25.92	округа 12
32583	5	25.92	толпы
32584	5	25.92	местами
32585	5	25.92	больницах остаются
32586	5	25.92	фугасе
32587	5	25.92	тайнике
32588	5	25.92	будет построена
32589	5	25.92	ростове-на-дону потушен
32590	5	25.92	австралии,
32591	5	25.92	сербии,
32592	5	25.92	такие
32593	5	25.92	миль
32594	5	25.92	побывала
32595	5	25.92	многотысячный
32596	5	25.92	1/16
32597	5	25.92	содействии
32598	5	25.92	госкорпораций
32599	5	25.92	переизбрание
32600	5	25.92	фаната "зенита"
32601	5	25.92	правды
32602	5	25.92	мчс,
32603	5	25.92	мощный взрыв прогремел
32604	5	25.92	осетров
32605	5	25.92	рейсовым автобусом
32606	5	25.92	"мертвых душ"
32607	5	25.92	пожизненное заключение
32608	5	25.92	события приволжского федерального округа 21
32609	5	25.92	продаже наркотиков
32610	5	25.92	препятствий
32611	5	25.92	мвф выделит
32612	5	25.92	скелетонист
32613	5	25.93	показом
32614	5	25.93	дождь, гроза
32615	5	25.93	коррупции"
32616	5	25.93	трудящихся
32617	5	25.93	два землетрясения произошли
32618	5	25.93	минкультуры рф
32619	5	25.93	промбезопасности
32620	5	25.93	в оаэ
32621	5	25.93	день в фотографиях.
32622	5	25.93	exxon
32623	5	25.93	принес россии
32624	5	25.93	по изучению
32625	5	25.93	обменять
32626	5	25.93	пострадавших при
32627	5	25.93	центр москвы
32628	5	25.93	холодным
32629	5	25.93	потребовалась
32630	5	25.93	игре фк
32631	5	25.93	аллею
32632	5	25.93	десантников,
32633	5	25.93	"эрарте"
32634	5	25.93	цыган
32635	5	25.93	ареной
32636	5	25.93	пахоменко
32637	5	25.93	заставила
32638	5	25.93	артемьев: фас
32639	5	25.93	милицейского
32640	5	25.93	прекратят
32641	5	25.93	медведев: нужны
32642	5	25.93	около 1 тыс
32643	5	25.93	генконсульства
32644	5	25.93	0,6%,
32645	5	25.93	власти сахалина предлагают
32646	5	25.93	медведев обсудил
32647	5	25.93	забили
32648	5	25.93	россиянин, обвиняемый
32649	5	25.93	ядерному
32650	5	25.93	решит проблему
32651	5	25.93	проработки
32652	5	25.93	на универсиаде
32653	5	25.93	планировалось
32654	5	25.93	виновность
32655	5	25.93	новых властей
32656	5	25.93	гордеев:
32657	5	25.93	владеет
32658	5	25.94	продбезопасности
32659	5	25.94	"м.видео"
32660	5	25.94	путин: решение
32661	5	25.94	госдолге
32662	5	25.94	олега
32663	5	25.94	"bbb-"
32664	5	25.94	мень:
32665	5	25.94	намерен разобраться
32666	5	25.94	столбик термометра поднимется
32667	5	25.94	млрд руб могут
32668	5	25.94	ленинградскую область
32669	5	25.94	тгк-14
32670	5	25.94	заксе
32671	5	25.94	москве произошел пожар
32672	5	25.94	ураном
32673	5	25.94	1:1
32674	5	25.94	маленкину
32675	5	25.94	клину
32676	5	25.94	на четверть
32677	5	25.94	за 2,5
32678	5	25.94	представитель рпц:
32679	5	25.94	людей"
32680	5	25.94	лебзяк
32681	5	25.94	президент:
32682	5	25.94	двух мужчин
32683	5	25.94	тюменская область:
32684	5	25.94	во франции,
32685	5	25.94	минимумов
32686	5	25.94	дальнейшем
32687	5	25.94	украинки
32688	5	25.94	к декабрю
32689	5	25.94	китае возросло
32690	5	25.94	пять часов
32691	5	25.94	борец с коррупцией
32692	5	25.94	мошенничества
32693	5	25.94	шкаликов
32694	5	25.94	прыгуны в воду
32695	5	25.94	четвертой
32696	5	25.94	планируют сократить
32697	5	25.94	новые книги
32698	5	25.94	плохая погода
32699	5	25.95	частного
32700	5	25.95	за 5 месяцев
32701	5	25.95	налетчик
32702	5	25.95	рф надеется на
32703	5	25.95	колесами
32704	5	25.95	премьер турции
32705	5	25.95	депутатские
32706	5	25.95	сформировала
32707	5	25.95	телецентр
32708	5	25.95	подросток повесился
32709	5	25.95	забайкальской
32710	5	25.95	к немцову
32711	5	25.95	нацпарках россии
32712	5	25.95	журналистов,
32713	5	25.95	человека погибли и
32714	5	25.95	инвестфонда
32715	5	25.95	заповедники
32716	5	25.95	наградить
32717	5	25.95	словак
32718	5	25.95	растянулась
32719	5	25.95	экс-майор
32720	5	25.95	экс-прокурору
32721	5	25.95	десятке
32722	5	25.95	"салават юлаев"
32723	5	25.95	гепатитом
32724	5	25.95	опасениях распространения
32725	5	25.95	сми: правительство
32726	5	25.95	очередях
32727	5	25.95	бушер
32728	5	25.95	международный розыск
32729	5	25.95	любые
32730	5	25.95	12-15%
32731	5	25.95	джипом
32732	5	25.95	ковалев
32733	5	25.95	рекомендует россиянам
32734	5	25.95	шипулин
32735	5	25.95	число убитых
32736	5	25.95	призвало
32737	5	25.96	второе за сутки
32738	5	25.96	наделил
32739	5	25.96	аварийное
32740	5	25.96	ранняя
32741	5	25.96	жертвами нападения боевиков
32742	5	25.96	цб расширил
32743	5	25.96	заявил обама
32744	5	25.96	кутузовском проспекте
32745	5	25.96	избирательных
32746	5	25.96	боксировать
32747	5	25.96	труднее
32748	5	25.96	в ставрополье
32749	5	25.96	города,
32750	5	25.96	рубль в начале дня растет
32751	5	25.96	шорт-лист
32752	5	25.96	"металлург"
32753	5	25.96	развлечения
32754	5	25.96	$3,6 млн
32755	5	25.96	владивостоку
32756	5	25.96	призывает водителей
32757	5	25.96	военных погибли
32758	5	25.96	финал теннисного турнира
32759	5	25.96	пешеходы
32760	5	25.96	superjet
32761	5	25.96	славянска:
32762	5	25.96	5 февраля
32763	5	25.96	г вложат
32764	5	25.96	тусур
32765	5	25.96	митрополит:
32766	5	25.96	водкой
32767	5	25.96	минха
32768	5	25.96	"плюшевом десанте"
32769	5	25.96	молочный
32770	5	25.96	москве создадут
32771	5	25.96	24 января
32772	5	25.96	рождении
32773	5	25.96	конструктора
32774	5	25.96	докризисные
32775	5	25.96	ищут пропавший
32776	5	25.96	ролик
32777	5	25.96	ey
32778	5	25.97	завели на
32779	5	25.97	вновь победил
32780	5	25.97	дюссельдорфе
32781	5	25.97	амурских
32782	5	25.97	вирусов
32783	5	25.97	ядерный заряд
32784	5	25.97	автотрассы
32785	5	25.97	рубль вырос к доллару
32786	5	25.97	среди убитых
32787	5	25.97	итоги недели в карикатурах
32788	5	25.97	самим
32789	5	25.97	правозащитницу
32790	5	25.97	концертах
32791	5	25.97	7 копеек
32792	5	25.97	великий
32793	5	25.97	минкомсвязи:
32794	5	25.97	киев заявляет,
32795	5	25.97	прибавляет
32796	5	25.97	востоке сша
32797	5	25.97	начнут проектировать
32798	5	25.97	масленице
32799	5	25.97	признан банкротом
32800	5	25.97	каникулах
32801	5	25.97	чистой прибыли
32802	5	25.97	инцидентах
32803	5	25.97	сделает ставку
32804	5	25.97	ск просит арестовать
32805	5	25.97	новом контракте
32806	5	25.97	эконарушения
32807	5	25.97	зла
32808	5	25.97	продолжает падать
32809	5	25.97	мфб выросли
32810	5	25.97	присяжные вынесли
32811	5	25.97	мутко: рф
32812	5	25.97	"делу гонгадзе"
32813	5	25.97	может превысить
32814	5	25.97	деловая активность
32815	5	25.97	поступал
32816	5	25.97	дактилоскопии
32817	5	25.97	повреждений
32818	5	25.97	гендира
32819	5	25.97	соцстрах
32820	5	25.97	крупном хищении
32821	5	25.97	серой
32822	5	25.97	на днях
32823	5	25.97	менеджеров
32824	5	25.97	плей-офф лч
32825	5	25.98	airways
32826	5	25.98	мэр рф:
32827	5	25.98	отражают
32828	5	25.98	сибирский
32829	5	25.98	музтеатре
